occurrenceID	scientificName	decimalLatitude	decimalLongitude	accuracy	year	establishmentMeans	occurrenceOrigin	bibliographicCitation	associatedReferences	sourceCitation	associatedSequences	claimExtinction	occurrenceRemarks	confidentialityLevel	contributor
WG9095	Pontastacus leptodactylus	50.1088055555556	25.6391666666667	high	2012	indigenous	native	DOI 10.2478/vzoo-2013-0020		Kostyuk, V. S., Garbar, A. V., & Mezhzherin, S. V. (2013). Karyotypes and morphological variability of crayfish Pontastacus leptodactylus and P. angulosus (Malacostraca, Decapoda). Вестник зоологии, (47,№ 3), 205-210.			Pontastacus angulosus	0	Olga N. Petko
WG9096	Pontastacus leptodactylus	50.2285	66.8944444444444	low	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9097	Pontastacus leptodactylus	50.2444444444444	66.9888888888889	high	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9098	Pontastacus leptodactylus	50.3029722222222	81.4615	high	2015	indigenous	native		https://cyberleninka.ru/article/n/uzkopalye-rechnye-raki-astacus-leptodactylus-v-pitanii-hohotuni-larus-cachinnans-v-nizovyah-buhtarmy	Березовиков, Н. Н. (2019). Узкопалые речные раки Astacus leptodactylus в питании хохотуньи Larus cachinnans в низовьях Бухтармы. Русский орнитологический журнал, 28(1778), 2558-2560.			introduced in the past 20 years, no exact date	0	Olga N. Petko
WG9099	Pontastacus leptodactylus	50.3029722222222	81.4615	high	2006	indigenous	native		https://elibrary.ru/item.asp?id=27440131	Кириченко, О. И., & Ануарбеков, С. М. (2016). Состояние биоразнообразия водоемов иртышского бассейна и влияние чужеродных видов на экосистему. Евразийский Союз Ученых, (4-4 (25)), 112-116.			Alien	0	Olga N. Petko
WG9100	Pontastacus leptodactylus	50.6680555555556	37.7587222222222	low	2007	indigenous	native		http://seriesbiology.univer.kharkov.ua/ukr/19(2014)/pdf/41.pdf	Сидоровский, С. А. (2014). Фауна ракообразных (Crustacea) НПП Двуречанский, Харьковская область. Вісник Харківського національного університету імені ВН Каразіна. Серія: Біологія, (19), 41-45.				0	Olga N. Petko
WG9101	Pontastacus leptodactylus	50.72025	25.3634722222222	high	2012	indigenous	native	DOI 10.2478/vzoo-2013-0020		Kostyuk, V. S., Garbar, A. V., & Mezhzherin, S. V. (2013). Karyotypes and morphological variability of crayfish Pontastacus leptodactylus and P. angulosus (Malacostraca, Decapoda). Вестник зоологии, (47,№ 3), 205-210.				0	Olga N. Petko
WG9102	Pontastacus leptodactylus	50.9821111111111	26.3247777777778	high	2012	indigenous	native	DOI 10.2478/vzoo-2013-0020		Kostyuk, V. S., Garbar, A. V., & Mezhzherin, S. V. (2013). Karyotypes and morphological variability of crayfish Pontastacus leptodactylus and P. angulosus (Malacostraca, Decapoda). Вестник зоологии, (47,№ 3), 205-210.				0	Olga N. Petko
WG9103	Pontastacus pachypus	51.2435277777778	51.5169722222222	high	2021	indigenous	native		https://cyberleninka.ru/article/n/taksonomicheskiy-sostav-i-kolichestvennye-pokazateli-makrozoobentosa-ryada-vodoemov-zapadno-kazahstanskoy-oblasti	Сарманов, А. Е., Сергалиев, Н. Х., Ахмеденов, К. М., Султанов, Е. С., Кашеваров, Г. С., & Фролова, Л. А. (2021). ТАКСОНОМИЧЕСКИЙ СОСТАВ И КОЛИЧЕСТВЕННЫЕ ПОКАЗАТЕЛИ МАКРОЗООБЕНТОСА РЯДА ВОДОЕМОВ ЗАПАДНО-КАЗАХСТАНСКОЙ ОБЛАСТИ. Вестник Астраханского государственного технического университета. Серия: Рыбное хозяйство, (3), 35-46.			same locations on the shore of Caspian sea for two species: P. eichwaldi and A. pachypus	0	Olga N. Petko
WG9104	Pontastacus leptodactylus	51.3880555555556	61.8631388888889	high	2020	indigenous	native		https://repo.kspi.kz/handle/123456789/5154	Брагина, Т. М., & Бойко, И. А. (2021). Морфометрические показатели речного рака (Astacus leptodactylus Eschscholtz, 1823) озера Кулыколь Костанайской области.				0	Olga N. Petko
WG9109	Pontastacus leptodactylus	52.4843611111111	62.1362222222222	high	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9110	Pontastacus leptodactylus	52.5080833333333	65.0990277777778	low	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9113	Pontastacus leptodactylus	52.79975	26.7423888888889	high	2020	indigenous	native	10.21443/1560-9278-2023-26-2-93-98		Алехнович, А. В. (2023). Влияние промыслового лова на размерную и возрастную структуру популяций длиннопалого рака Pontastacus leptodactylus. Вестник Мурманского государственного технического университета, 26(2), 93-98.				0	Olga N. Petko
WG9114	Pontastacus leptodactylus	52.8290555555556	26.98075	high	2020	indigenous	native	10.21443/1560-9278-2023-26-2-93-98		Алехнович, А. В. (2023). Влияние промыслового лова на размерную и возрастную структуру популяций длиннопалого рака Pontastacus leptodactylus. Вестник Мурманского государственного технического университета, 26(2), 93-98.				0	Olga N. Petko
WG9115	Pontastacus leptodactylus	52.8439166666667	62.5575	low	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9116	Pontastacus leptodactylus	52.8906666666667	63.02275	high	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9134	Pontastacus leptodactylus	53.4429166666667	49.2301944444444	high	2021	indigenous	native		https://www.elibrary.ru/item.asp?id=48748111	Мельникова, А. В. (2022). ВЫСШИЕ РАКООБРАЗНЫЕ КУЙБЫШЕВСКОГО И НИЖНЕКАМСКОГО ВОДОХРАНИЛИЩ. In АКТУАЛЬНЫЕ ПРОБЛЕМЫ ИЗУЧЕНИЯ РАКООБРАЗНЫХ (pp. 41-41).				0	Olga N. Petko
WG9135	Pontastacus leptodactylus	53.45	49.1666666666667	high	2020	indigenous	native		https://chnmuseum.ru/wp-content/uploads/2022/08/sbornik_2021.pdf#page=77	Утямышева, Ю. С., Северов, Ю. А., Тележникова, Т. А., & Нуретдинов, Р. Р. (2021). РАЗМЕРНО-ВЕСОВЫЕ ПОКАЗАТЕЛИ, ПОЛОВОЙ СОСТАВ УЗКОПАЛЫХ РЕЧНЫХ РАКОВ (Pontoastacus leptodactylus Esch.) МЕШИНСКОГО ЗАЛИВА КУЙБЫШЕВСКОГО ВОДОХРАНИЛИЩА. Естественнонаучные исследования в Чувашии, (7), 77-81.				0	Olga N. Petko
WG9140	Pontastacus leptodactylus	53.5373888888889	61.52525	low	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9141	Pontastacus leptodactylus	53.6492222222222	48.9390277777778	high	2004	indigenous	native		https://www.elibrary.ru/item.asp?id=37168431	САДЫКОВА, Л., & ДЕМЕНТЬЕВ, Д. (2018). РЕЧНЫЕ РАКИ В ВОДОЕМАХ РЕСПУБЛИКИ ТАТАРСТАН. In Тинчуринские чтения (pp. 77-79).				0	Olga N. Petko
WG9145	Pontastacus leptodactylus	54.3665555555556	64.4805	low	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9146	Pontastacus leptodactylus	54.3870833333333	64.7352222222222	low	2019	indigenous	native		https://repo.kspi.kz/handle/123456789/3813	Брагина, Т. М., & Бойко, И. А. (2020). Анализ динамики рекомендованного промысла речного рака в Костанайской области.				0	Olga N. Petko
WG9149	Pontastacus leptodactylus	54.6445555555556	21.0545277777778	high	2012	non-indigenous	introduced		https://www.elibrary.ru/item.asp?id=29844810	Виноградова, О. Л., Володина, А. А., Герб, М. А., Гущин, А. В., Дудакова, Д. С., Ежова, Е. Е., ... & Кудрявцев, Н. Г. (2013). Биологические сообщества реки Преголи (бассейн Вислинского залива, Балтийское море).			no exact year	0	Olga N. Petko
WG9151	Pontastacus leptodactylus	55.7530833333333	36.5036388888889	high	2002	indigenous	native		https://www.elibrary.ru/item.asp?id=36275411	Решетников, А. Н., & Решетникова, Н. М. (2002). ЧУЖЕРОДНЫЕ ВИДЫ В ЗАКАЗНИКЕ" ОЗЕРО ГЛУБОКОЕ". In Труды Гидробиологической станции на Глубоком Озере имени Николая Юрьевича Зографа (pp. 117-127).				0	Olga N. Petko
WG9153	Pontastacus leptodactylus	55.8998611111111	52.7881666666667	high	2021	indigenous	native		https://www.elibrary.ru/item.asp?id=48748111	Мельникова, А. В. (2022). ВЫСШИЕ РАКООБРАЗНЫЕ КУЙБЫШЕВСКОГО И НИЖНЕКАМСКОГО ВОДОХРАНИЛИЩ. In АКТУАЛЬНЫЕ ПРОБЛЕМЫ ИЗУЧЕНИЯ РАКООБРАЗНЫХ (pp. 41-41).				0	Olga N. Petko
WG9154	Pontastacus leptodactylus	56.2029722222222	53.6181666666667	low	2018	indigenous	native		https://www.elibrary.ru/item.asp?id=26388511	Хабибуллин, В. Ф. (2016). Видовое разнообразие семейств, отрядов, классов и типов животных Республики Башкортостан. Материалы по флоре и фауне Республики Башкортостан, (11), 25-68.				0	Olga N. Petko
WG9155	Pontastacus leptodactylus	56.2138333333333	54.2001666666667	high	2018	indigenous	native		https://www.elibrary.ru/item.asp?id=26388511	Хабибуллин, В. Ф. (2016). Видовое разнообразие семейств, отрядов, классов и типов животных Республики Башкортостан. Материалы по флоре и фауне Республики Башкортостан, (11), 25-68.				0	Olga N. Petko
WG9156	Pontastacus leptodactylus	56.3138055555556	54.9193611111111	low	2018	indigenous	native		https://www.elibrary.ru/item.asp?id=26388511	Хабибуллин, В. Ф. (2016). Видовое разнообразие семейств, отрядов, классов и типов животных Республики Башкортостан. Материалы по флоре и фауне Республики Башкортостан, (11), 25-68.				0	Olga N. Petko
WG9157	Pontastacus leptodactylus	56.5041944444444	44.8103888888889	high	1998	indigenous	native		http://www.kerzhenskiy.narod.ru/Nauka/Trud_Kerzh_Vol2.pdf#page=153	Ануфриев, Г. А., & Баянов, Н. Г. (2002). Фауна беспозвоночных Керженского заповедника по результатам исследований 1993-2001 годов. Материалы по фауне Нижегородского Заволжья. Труды государственного природного заповедника «Керженский, 2, 152-354.				0	Olga N. Petko
WG9158	Pontastacus leptodactylus	56.8725277777778	53.4911944444444	low	2018	indigenous	native		https://www.elibrary.ru/item.asp?id=26388511	Хабибуллин, В. Ф. (2016). Видовое разнообразие семейств, отрядов, классов и типов животных Республики Башкортостан. Материалы по флоре и фауне Республики Башкортостан, (11), 25-68.				0	Olga N. Petko
WG9159	Pontastacus leptodactylus	56.8804722222222	53.1310555555556	high	2018	indigenous	native		https://www.elibrary.ru/item.asp?id=26388511	Хабибуллин, В. Ф. (2016). Видовое разнообразие семейств, отрядов, классов и типов животных Республики Башкортостан. Материалы по флоре и фауне Республики Башкортостан, (11), 25-68.				0	Olga N. Petko
